text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc	pic_desc
oȕsliši+	оу̏слиши+	oȕsliši	uslyšati	Vmm-2se		322	5	0	root															
me+	ме+	me	az	Pp1-sa		322	6	5	obj															
vь+	вь+	vъ	v	Sa		322	7	9	case															
sьi+	сьи+	sъi	sii	Pd-msn		322	8	9	det															
čsь.	чсь.	čsъ	čas	Nmsnn		322	9	5	obl															
																								
i+	и+	i	i	C		323	1	2	cc				ʺAnd turn over these depths!ʺ											
prěklo_ni	прѣкло_ни	prěkloni	preklonja	Vmm-2se		323	2	0	root					1		BAR 1282: <i>turbură</i>								
glь`binu+	гль̀бинꙋ+	glъbinu	glǫbina	Nfsan		323	3	2	obj															
sïju	сїю	siju	sii	Pd-fsa		323	4	3	det	p_nom														
																								
preklon_i+	преклон_и+	prekloni	preklonja	Vmm-2se		324	1	0	root				ʺTurn over the heavens!ʺ			Punčo: <i>tolko da stane more+to dlьboko da ne može antixrisь skoro da izlezne iz nego da me ne fane toja besь no ti</i>								
ne	не	ne	ne	Qz		324	2	3	discourse					1										
nbsa.	нбса.	nbsa	nebe	Nnpnn		324	3	1	obj															
																								
i+	и+	i	i	C		325	1	2	cc				ʺAnd loose your most holy right hand (over me), o Lord, so that the Evil One with his devils will not surround (?) me!ʺ			Punčo: <i>no ti gs-di pušti nad mene tvoju prčs-oju desnicu ta me izbavi da imašь pofala o(t) tvoi+te angg-li</i>								
spusti+	спꙋсти+	spusti	spusna	Vmm-2se		325	2	0	root															
prěstuju+	прѣстꙋю+	prěstuju	presvęt	Afsay		325	3	4	amod															
desni_cu	десни_цꙋ	desnicu	desnica	Nfsan		325	4	2	obj					1										
svojù+	свою̀+	svoju	svoi	Afsay		325	5	4	amod	poss														
vldko.	влдко.	vldko	vladika	Nfsvy		325	6	2	vocative															
da+	да+	da	da	C		325	7	9	mark															
ne+	не+	ne	ne	Qz		325	8	9	advmod															
ẅbimi_tь+	ѡ̈бими_ть+	ẅbimitъ	obema	Vmip3se		325	9	2	advcl					1										
mne+	мне+	mne	az	Pp1-sd		325	10	9	obj															
lukavi+	лꙋкави+	lukavi	lukav	Amsny		325	11	9	nsubj															
sь+	сь+	sъ	s	Si		325	12	13	case															
besi+	беси+	besi	běs	Nmpny		325	13	9	obl															
svoi_mi.	свои_ми.	svoimi	svoi	Ampiy		325	14	13	amod	poss				1										
																								
nь+	нь+	nъ	no	C		326	1	2	cc				ʺBut seize him by arms (?), so that he will not boast about your archangel!ʺ											
kosni+	косни+	kosni	kosna	Vmm-2se		326	2	0	root															
se+	се+	se	se	Px---a		326	3	2	expl															
ẅrúžno+	ѡ̈рꙋ́жно+	ẅružno	orъžno	R		326	4	2	advmod															
ego	его	ego	toi	Pp3msg		326	5	2	obl					1										
jako+	ꙗко+	jako	jako (2)	C		326	6	9	mark															
da+	да+	da	da	C		326	7	6	fixed															
ne+	не+	ne	ne	Qz		326	8	9	advmod															
poxvali+	похвали+	poxvali	poxvalja	Vmia3se		326	9	2	advcl															
se	се	se	se	Px---a		326	10	9	expl															
ẅ+	ѡ̈+	ẅ	o (2)	Sl		326	11	12	case															
arxan_glě`	архан_глѣ̀	arxanglě	arxangel	Nmsly		326	12	9	obl					1										
tvoimь.	твоимь.	tvoimъ	tvoi	Amsly		326	13	12	amod	poss														
																								
i+	и+	i	i	C		327	1	2	cc				And (for this?) all Michael prayed.											
pomli+	помли+	pomli	pomolja	Vmia3se		327	2	0	root															
vse	все	vse	vse	R		327	3	2	obj					1										
mixàìlo.	михàѝло.	mixailo	Mixail	Nmsoy		327	4	2	nsubj															
																								
i+	и+	i	i	C		328	1	2	cc				And he made a terrible sign in the name of the Highest Father in the lake.											
sьtvori	сьтвори	sъtvori	sъtvorja	Vmia3se		328	2	0	root															
zname_nïe	знаме_нїе	znamenie	znamenie	Nnsnn		328	3	2	obj					1										
vь+	вь+	vъ	v	Sl		328	4	5	case															
ezèri+	езѐри+	ezeri	ezero	Nnsln		328	5	2	obl	loc						A soft-stem ending is not expected in this lemma.								
stràšno.	стрàшно.	strašno	strašno	Ansnn		328	6	5	amod															
u+	ꙋ+	u	u	Sg		328	7	8	case															
i_me+	и_ме+	ime	ime	Nnsnn		328	8	3	nmod					1										
nbsnago+	нбснаго+	nbsnago	nebesen	Amsgy		328	9	10	amod															
ẅca.	ѡ̈ца.	ẅca	otec	Nmsgy		328	10	8	nmod															
																								
i+	и+	i	i	C		329	1	2	cc				And he made it hard with ice.											
zatvrьdi	затврьди	zatvrъdi	zatvъrdja	Vmia3se		329	2	0	root					1										
ego.	его.	ego	toi	Pp3msg		329	3	2	obj															
ledomь+	ледомь+	ledomъ	led	Nmsin		329	4	2	obl															
																								
i+	и+	i	i	C		330	1	2	cc				And he waved his wing(s).			BAR 1282: <i>Și Mihail scoase spata și abătu în dracii și-i gonia de nu se știa unul cu altul. Atuncea Mihail luă veșmîntul lui Dumnezeu</i> 'And Michael then took out his spade (sword?) and slayed the demons until they couldn‘t recognize each other. Then Michael took the garment of God and the crown and the flags' (Coṣcodan 2017:20)								
trepetnu	трепетнꙋ	trepetnu	trepna	Vmia3se		330	2	0	root					2										
kriẅmь+	криѡ̈мь+	kriẅmъ	krilo	Nnsin		330	3	2	obl		53r	/img/satan/53r.JPG												
svoim.	своим.	svoim	svoi	Ansiy		330	4	3	amod	poss														
																								
i+	и+	i	i	C		331	1	2	cc				And he came to the first heaven.											
dode+	доде+	dode	doida	Vmia3se		331	2	0	root															
do+	до+	do	do	Sg		331	3	5	case															
prь`_vix+	прь̀_вих+	prъvix	pъrvi	Anpgy		331	4	5	amod					1										
nbsь	нбсь	nbsъ	nebe	Nnpgn		331	5	2	obl															
																								
i+	и+	i	i	C		332	1	3	cc				And here, Lord God met him.											
túi+	тꙋ́и+	tui	tu	Pr		332	2	3	advmod															
srète+	срѐте+	srete	sreštna	Vmia3se		332	3	0	root															
jego.	ѥго.	jego	toi	Pp3msg		332	4	3	obj															
gь	гь	gъ	Gospod	Nmsny		332	5	3	nsubj															
bь	бь	bъ	bog	Nmsny		332	6	5	appos					1										
																								
i+	и+	i	i	C		333	1	2	cc				And He rejoiced about him.											
ẅbradova+	ѡ̈брадова+	ẅbradova	obraduvam	Vmia3se		333	2	0	root															
se+	се+	se	se	Px---a		333	3	2	expl															
w+	ѡ+	o	o	Sl		333	4	5	case															
nemь+	немь+	nemъ	toi	Pp3msl		333	5	2	obl															
																								
i+	и+	i	i	C		334	1	2	cc				And He said:											
rče+	рче+	rče	reka	Vmia3se		334	2	0	root															
																								
radu_i+	радꙋ_и+	radui	radvam	Vmm-2si		335	1	0	root				ʺRejoice, o Michael!ʺ	1										
se	се	se	se	Px---a		335	2	1	expl															
mixáive.	михáиве.	mixaive	Mixail	Nmsvy		335	3	1	vocative															
																								
prinose+	приносе+	prinose	prinosja	Vmia3se		336	1	0	root				ʺYou brought to the (rightful owner what is?) one's.ʺ			Unclear, possibly < *<i>prinose svoe gs-dnu svoemu</i> ? Punčo has simply <i>radui se mixaile arxistratiže i mixailь togiva vozupi ...</i>. Coṣcodan interprets the phrase from BAR 1282 <i>că ți le aduc pentru toți și de la toți</i> 'because he brings the owner that which is His' as equivalent to <i>Tvoja ot tvoix ...</i> below.								
svoe	свое	svoe	svoi	Ansny		336	2	1	obj					1										
nьsvomú.	ньсвомꙋ́.	nъsvomu	svoi	Amsdy		336	3	1	obl															
																								
i+	и+	i	i	C		337	1	3	cc				And the archangels began to sing with a strong voice.											
arxangly̏	арханглы̏	arxanglȉ	arxangel	Nmpay		337	2	3	nsubj							Both Punčo and BAR 1282 show Michael as the subject here, indicated by the 3sg form in the next sentence too.								
vьzú_piše+	вьзꙋ́_пише+	vъzupiše	vъzupiti	Vmia3pe		337	3	0	root					1										
glsomь+	глсомь+	glsomъ	glas	Nmsin		337	4	3	obl															
velikimь.	великимь.	velikimъ	velik	Amsiy		337	5	4	amod															
																								
i+	и+	i	i	C		338	1	2	cc				And (Michael?) said:											
rče	рче	rče	reka	Vmia3se		338	2	0	root					1										
																								
Tvoja+	Твоꙗ+	tvoja	tvoi	Afsny	Anpnn	339	1	5	nsubj				ʺYours from yours is being brought to you, from all, and for all.ʺ											
wt+	ѿ+	ot	ot	Sg		339	2	3	case															
tvoix	твоих	tvoix	tvoi	Afpgy		339	3	1	nmod															
tebě.	тебѣ.	tebě	ty	Pp2-sd		339	4	5	obl	iobj														
prinosite+	приносите+	prinosite	prinosja	Vmip2se		339	5	0	root					1										
s[e]+	с[е]+	se	se	Px---a		339	6	5	expl															
wt+	ѿ+	ot	ot	Sg		339	7	8	case															
vsex+	всех+	vsex	vse	A-pgy		339	8	5	obl															
i+	и+	i	i	C		339	9	11	cc															
za+	за+	za	za	Sa		339	10	11	case															
vas.	вас.	vas	vy	Pp2-pg		339	11	5	obl															
																								
i+	и+	i	i	C		340	1	2	cc				And all the forces (of God) learned, that Michael came (back).											
uvedše+	ꙋведше+	uvedše	uveda	Vmpa-sea	Ampnn	340	2	0	root							A finite verb would be expected, so it is likely a contraction of *<i>uvěděšę</i>. Punčo: <i>dočuxa</i>.								
vse	все	vse	vse	Afpnn		340	3	4	amod	det				1										
sile+	силе+	sile	sila	Nfpnn		340	4	2	nsubj															
jako+	ꙗко+	jako	jako (2)	C		340	5	7	mark															
míxailò.	ми́хаило̀.	mixailo	Mixail	Nmsoy		340	6	7	nsubj															
pride	приде	pride	priida	Vmia3se		340	7	2	advcl					1										
																								
i+	и+	i	i	C		341	1	2	cc				And they exclaimed in one voice.											
vьzúpiše+	вьзꙋ́пише+	vъzupiše	vъzupiti	Vmia3pe		341	2	0	root															
edínimь+	еди́нимь+	edinimъ	edin	Amsiy		341	3	4	amod															
glso_mь.	глсо_мь.	glsomъ	glas	Nmsin		341	4	2	obl					1										
																								
tebě+	тебѣ+	tebě	ty	Pp2-sd		342	1	2	obl	iobj			ʺWe sing to you!ʺ											
poem+	поем+	poem	peja	Vmip1pi		342	2	0	root															
																								
tebè+	тебѐ+	tebe	ty	Pp2-sg		343	1	2	obj				ʺWe praise you, o Lord!ʺ											
blgo_svimь.	блго_свимь.	blgosvimъ	blagoslovja	Vmip1pi		343	2	0	root					1										
vldko	влдко	vldko	vladika	Nfsvy		343	3	2	vocative															
																								
slávim+	слáвим+	slavim	slavja	Vmip1pi		344	1	0	root				ʺWe glorify you, o Gospel-giver!ʺ											
te	те	te	ty	Pp2-sa		344	2	1	obj															
blgo_svešte.	блго_свеще.	blgosvešte	blagosъvěšt	Amsvn		344	3	1	vocative					1		See the dictionary on details about the lemma.								
																								
blgodarim+	блгодарим+	blgodarim	blagodarja	Vmip1pi		345	1	0	root				ʺWe thank you, o Lord, Ruler of All!ʺ											
te+	те+	te	ty	Pp2-sa		345	2	1	obj															
vldko	влдко	vldko	vladika	Nfsvy		345	3	1	vocative					1										
vsedrьžitlù.	вседрьжитлꙋ̀.	vsedrъžitlu	vsedъržitel	Nmsvy	Nmsdy	345	4	3	appos															
																								
mlim+	млим+	mlim	molja	Vmip1pi		346	1	0	root				ʺWe pray to you, o our God!ʺ											
ti+	ти+	ti	ty	Pp2-sd	Pp2-sn	346	2	1	obl	iobj														
se	се	se	se	Px---a		346	3	1	expl					1										
be+	бе+	be	bog	Nmsvy		346	4	1	vocative															
nšь.	ншь.	nšъ	naš	Amsnn		346	5	4	amod	poss														
																								
i+	и+	i	i	C		347	1	2	cc				ʺAnd you, land and the sea, shall give praise and joy to Michael, and great glory!ʺ			Ps 68:35 - <i>da vosxvalętъ ego n-bsa i zemlę, more i vsę živuštaę vъ nemъ</i>								
vьzdaši+	вьздаши+	vъzdaši	vъzdam	Vmip2se		347	2	0	root															
xvàlú+	хвàлꙋ́+	xvalu	xvala	Nfsan		347	3	2	obj															
i+	и+	i	i	C		347	4	5	cc															
vě_selïe+	вѣ_селїе+	věselie	veselie	Nnsnn		347	5	3	conj					1										
mixàilú+	михàилꙋ́+	mixailu	Mixail	Nmsdy		347	6	2	obl	iobj														
i+	и+	i	i	C		347	7	8	cc															
slavu+	славꙋ+	slavu	slava	Nfsan		347	8	5	conj															
velïju	велїю	veliju	velii	Afsan		347	9	8	amod					1										
zemlà+	землà+	zemla	zemlja	Nfsnn		347	10	2	vocative															
že+	же+	že	že	Qg		347	11	10	cc															
i+	и+	i	i	C		347	12	13	cc															
morè.	морѐ.	more	more	Nnsnn		347	13	10	conj															
																								
i+	и+	i	i			348	1	3	cc				And the abyss trembled.											
bezna	безна	bezna	bezdna	Nfsnn		348	2	3	nsubj					1										
pokoleba+	поколеба+	pokoleba	pokolebaja	Vmia3se		348	3	0	root															
se.	се.	se	se	Px---a		348	4	3	expl															
																								
i+	и+	i	i	C		349	1	4	cc				And Satanael heard the glory (from the?) deepest depths.											
tui+	тꙋи+	tui	tu	Pr		349	2	4	advmod							Or <i>tuju</i> ?								
slavu.	славꙋ.	slavu	slava	Nfsan		349	3	4	obj					2										
oȕslìša+	оу̏слѝша+	oȕsliša	uslyšati	Vmia3se		349	4	0	root		53v	/img/satan/53v.JPG												
satanailь.	сатанаиль.	satanailъ	Satanail	Nmsny		349	5	4	nsubj															
prěs_podnè+	прѣс_поднѐ+	prěspodne	prěspodьn	Afsdn		349	6	7	amod					1										
glь`binè.	гль̀бинѐ.	glъbine	glǫbina	Nfsdn		349	7	4	obl							A locative without preposition? Possibly goes back to a genitive (*<i>izъ prěspodьny glǫbiny</i>) construction, as in BAR 1282 (<i>din fundul mării</i>).								
																								
i+	и+	i	i	C		350	1	2	cc				And he understood, that he was robbed.											
uvdě+	ꙋвдѣ+	uvdě	uvidja	Vmia3se		350	2	0	root															
jako	ꙗко	jako	jako (2)	C		350	3	4	mark					1										
ẅplě`nenь+	ѡ̈плѣ̀нень+	ẅplěnenъ	oplenja	Vmpa-se	Amsnn	350	4	2	advcl															
by̏s+	бы̏с+	bȉs	bъda	Vaip3se		350	5	4	aux	pass														
																								
i+	и+	i	i	C		351	1	2	cc				And he cast himself a lot.											
smete+	смете+	smete	smeta	Vmia3se		351	2	0	root															
se	се	se	se	Px---a		351	3	2	expl					1										
zě`lo+	зѣ̀ло+	zělo	zělo	R		351	4	2	advmod															
																								
i+	и+	i	i	C		352	1	2	cc				And he was fighting for three hours.											
boril+	борил+	boril	borja	Vmp--si	Amsnn	352	2	0	root															
se	се	se	se	Px---a		352	3	2	expl															
[beše]	[беше]	beše	sъm	Vaii3si		352	4	2	aux	pprf														
*g*	·г·	*g*	3	Mc		352	5	6	nummod															
čsy̏.	чсы̏.	čsȉ	čas	Nmpnn		352	6	2	obl															
																								
i+	и+	i	i	C		353	1	3	cc				And then, he shoved the dragon off himself.											
to_gda+	то_гда+	togda	togda	Pr		353	2	3	advmod					1										
wtrinu+	ѿринꙋ+	otrinu	otrina	Vmia3se		353	3	0	root															
zmьa+	змьа+	zmъa	zmei	Nmsgy		353	4	3	obj															
wt	ѿ	ot	ot	Sg		353	5	6	case															
sěbě.	сѣбѣ.	sěbě	se	Px---d		353	6	3	obl															
																								
i+	и+	i	i	C		354	1	4	cc				And he went for 4 miles to the exit (?) of the lake.											
mi_lь	ми_ль	milъ	milija	Nfpgn		354	2	4	obl					1										
*d*	·д·	*d*	4	Mc		354	3	2	nummod															
izide+	изиде+	izide	izida	Vmia3se		354	4	0	root															
na+	на+	na	na	Sa		354	5	6	case															
isxòdь+	исхо̀дь+	isxodъ	izxod	Nmsnn		354	6	4	obl															
ezéra	езе́ра	ezera	ezero	Nnsgn		354	7	6	nmod					1										
																								
i+	и+	i	i	C		355	1	2	cc				And he found the sign of the heavenly (Father?).											
ẅbrete+	ѡ̈брете+	ẅbrete	obrěsti	Vmia3se		355	2	0	root															
znaminïe.	знаминїе.	znaminie	znamenie	Nnsnn		355	3	2	obj															
nbsna_go+	нбсна_го+	nbsnago	nebesen	Amsgy		355	4	3	nmod					1										
																								
i+	и+	i	i	C		356	1	2	cc				And he became afraid.											
uboě+	ꙋбоѣ+	uboě	uboja	Vmia3se		356	2	0	root															
se.	се.	se	se	Px---a		356	3	2	expl															
																								
i+	и+	i	i	C		357	1	2	cc				And he exclaimed with a great voice.											
vьzupì+	вьзꙋпѝ+	vъzupi	vъzupiti	Vmia3se		357	2	0	root															
glsomь	глсомь	glsomъ	glas	Nmsin		357	3	2	obl					1										
velikim+	великим+	velikim	velik	Amsiy		357	4	3	amod															
																								
i+	и+	i	i	C		358	1	2	cc				And he said:											
rče.	рче.	rče	reka	Vmia3se		358	2	0	root															
																								
g.de+	г.де+	gde	gde	Pq		359	1	2	advmod				ʺWhere are you, o my angels?ʺ											
ste	сте	ste	sъm	Vmip2si		359	2	0	root															
aggli	аггли	aggli	angel	Nmpny		359	3	2	vocative					1										
moi+	мои+	moi	moi	Ampnn		359	4	3	amod	poss														
																								
i+	и+	i	i	C		360	1	3	cc				And there was no voice nor hearing from them.											
ne+	не+	ne	ne	Qz		360	2	3	advmod															
bis	бис	bis	bъda	Vmia3se		360	3	0	root															
glas+	глас+	glas	glas	Nmsnn		360	4	3	nsubj															
wt+	ѿ+	ot	ot	Sg		360	5	6	case															
nix.	них.	nix	tě	Pp3-pg		360	6	4	nmod															
ni+	ни+	ni	ni	C		360	7	8	cc															
slì_šanïa	слѝ_шанїа	slišania	slyšanie	Nnsgn		360	8	4	conj					1										
																								
sьtrь+	сьтрь+	sъtrъ	sъtrěti	Vmia3se		361	1	0	root				Michael destroyed both (?) at his departure.			The sentence shows a lot of Serbisms: an l-participle would be expected in plusquamperfect, -o, confusion of /a/ and jer in the preposition (<i>na</i> for temporal relations is also not fully CS), single n.sg.dat/loc ending...								
wboix+	ѡбоих+	oboix	oba	A-pgy		361	2	1	obj							The number of Satanael's angels is unclear - earlier he mentions 40 thousand.								
beše+	беше+	beše	sъm	Vaii3si		361	3	1	aux	pprf														
mì_xàilo	мѝ_хàило	mixailo	Mixail	Nmsoy		361	4	1	nsubj					1										
nь+	нь+	nъ	na	Sl		361	5	6	case															
ẅšьstiju	ѡ̈шьстию	ẅšъstiju	otъšьstvie	Nnsdn		361	6	1	obl	loc														
svoemь`	своемь̀	svoemъ	svoi	Amsly		361	7	6	amod	poss				1										
																								
i+	и+	i	i	C		362	1	2	cc				And the evil Satanael saw (?), that a sign of the Lord bars him (to go out of the lake):											
vděvši	вдѣвши	vděvši	vidja	Vmpa-sia	Afsnn	362	2	0	root															
lukavi,	лꙋкави,	lukavi	lukav	Amsny		362	3	4	amod															
satana_ilo+	сатана_ило+	satanailo	Satanail	Nmsoy		362	4	2	nsubj					1										
jako+	ꙗко+	jako	jako (2)	C		362	5	6	mark															
vьzbranitь+	вьзбранить+	vъzbranitъ	vъzbranja	Vmip3se		362	6	2	advcl															
emú	емꙋ́	emu	toi	Pp3msd		362	7	6	obl	iobj				1										
znamenïe+	знаменїе+	znamenie	znamenie	Nnsnn		362	8	6	nsubj															
gsne.	гсне.	gsne	Gospoden	Ansnn		362	9	8	amod	poss														
																								
izьšьẅ	изьшьѡ̈	izъšъẅ	izida	Vmp--se	Amsnn	363	1	0	root				A great stone had come out of the lake.	1										
beše+	беше+	beše	sъm	Vaii3si		363	2	1	aux	pprf														
izь	изь	izъ	iz	Sg		363	3	4	case															
ezerà+	езерà+	ezera	ezero	Nnsgn		363	4	1	obl	abl														
tog+	тог+	tog	tъ	Pd-msg		363	5	4	det	p_nom														
kamen	камен	kamen	kamen	Nmsnn		363	6	1	nsubj					1										
vělikь+	вѣликь+	vělikъ	velik	Amsnn		363	7	6	amod															
																								
drьžnь`+	дрьжнь̀+	drъžnъ	dъlžina	Nfson		364	1	0	root				Its length (was) 200 cubits.											
ego	его	ego	toi	Pp3msg		364	2	1	nmod	poss														
*s*	·с·	*s*	200	Mc		364	3	4	nummod															
la_kьtь+	ла_кьть+	lakъtъ	lakъt	Nmpgn		364	4	1	obl	pred				1										
																								
i+	и+	i	i	C		365	1	2	cc				And its width (was) 100 cubits.											
širnà+	ширнà+	širna	širina	Nfsnn		365	2	0	root															
ego	его	ego	toi	Pp3msg		365	3	2	nmod	poss														
*r*	·р·	*r*	100	Mc		365	4	5	nummod															
lakьtь	лакьть	lakъtъ	lakъt	Nmpgn		365	5	2	obl	pred				2										
																								
wnь+	ѡнь+	onъ	on	Pp3msn		366	1	5	expl		54r	/img/satan/54r.JPG	And (trying to fly out) the evil Satanael crushed into the hard stone with his lawless top (of the head).			BAR 1282: <i>Și zberă și zbură Satanail ș-o dete cu capul de ghiață</i> 'And Satanael shrieked and flew up and hit with his head the ice.' (Coṣcodan 2017:21)								
že+	же+	že	že	Qg		366	2	3	cc															
udári+	ꙋдáри+	udari	udarja	Vmia3se		366	3	0	root															
pronórlivi	проно́рливи	pronorlivi	pronorьliv	Amsny		366	4	5	amod															
sa_tanailь.	са_танаиль.	satanailъ	Satanail	Nmsny		366	5	3	nsubj					1										
vь+	вь+	vъ	v	Sa		366	6	8	case															
tvrь`dь+	тврь̀дь+	tvrъdъ	tvъrd	Amsnn		366	7	8	amod															
kamenь	камень	kamenъ	kamen	Nmsnn	Nmsan	366	8	3	obl	lat				1										
bezakonimь+	безаконимь+	bezakonimъ	bezzakonen	Amsiy		366	9	11	amod															
svoimь.	своимь.	svoimъ	svoi	Amsiy		366	10	11	amod	poss														
vrь_xomь+	врь_хомь+	vrъxomъ	vrъx	Nmsin		366	11	3	obl					1										
																								
i+	и+	i	i	C		367	1	2	cc				And he threw the stone from the lake 5 shots away.											
wtrinu	ѿринꙋ	otrinu	otrina	Vmia3se		367	2	0	root															
wt+	ѿ+	ot	ot	Sg		367	3	4	case															
ezéra	езе́ра	ezera	ezero	Nnsgn		367	4	2	obl	abl														
kamen	камен	kamen	kamen	Nmsnn	Nmsan	367	5	2	obj					1										
*e*	·е·	*e*	5	Mc		367	6	7	nummod															
pьprištь´+	пьприщь́+	pъprištъ	pъprište	Nnpgn		367	7	2	obl															
wt+	ѿ+	ot	ot	Sg		367	8	9	case															
mesta.	места.	mesta	město	Nnsgn		367	9	7	nmod															
																								
beše+	беше+	beše	sъm	Vmii3si		368	1	0	root				There was a mountain next to the lake.											
ž[e]	ж[е]	že	že	Qg		368	2	1	cc					1										
gorà+	горà+	gora	gora	Nfsnn		368	3	1	nsubj															
pri+	при+	pri	pri	Sl		368	4	5	case															
ezére+	езе́ре+	ezere	ezero	Nnsln		368	5	1	obl	loc														
tom.	том.	tom	tъ	Pd-msl		368	6	5	det	p_nom														
																								
i+	и+	i	i	C		369	1	2	cc				And the mountain is called Tatra (?) even today.											
narče	нарче	narče	nareka	Vmia3se		369	2	0	root					1										
se+	се+	se	se	Px---a		369	3	2	expl															
gora+	гора+	gora	gora	Nfsnn		369	4	2	nsubj															
ta.	та.	ta	tъ	Pd-fsn		369	5	4	det	p_nom														
tadera+	тадера+	tadera	Tadera	Nfsnn		369	6	2	obl	pred														
i+	и+	i	i	C		369	7	10	amod															
do+	до+	do	do	Sg		369	8	10	case															
seg	сег	seg	sii	Pd-msg		369	9	10	det					1										
dne.	дне.	dne	den	Nmsgn		369	10	2	obl															
																								
izide+	изиде+	izide	izida	Vmia3se		370	1	0	root				Evil Satanael came out.											
lukàvi+	лꙋкàви+	lukavi	lukav	Amsny		370	2	3	amod															
satana_ilь	сатана_иль	satanailъ	Satanail	Nmsny		370	3	1	nsubj					1										
																								
i+	и+	i	i	C		371	1	2	cc				And he found his forces laying slaughtered as dead.											
ẅbrěte	ѡ̈брѣте	ẅbrěte	obrěsti	Vmia3se		371	2	0	root															
silè+	силѐ+	sile	sila	Nfpnn		371	3	2	obj															
svoe+	свое+	svoe	svoi	Afpny		371	4	3	amod	poss														
izbì_ene+	избѝ_ене+	izbiene	izbija	Afpnn	Vmpa-pe	371	5	6	obl	pred				1										
ležešte.	лежеще.	ležešte	leža	Vmpp-pia	Afpnn	371	6	3	acl															
jako+	ꙗко+	jako	jako (2)	C		371	7	8	mark															
mrь`tvi	мрь̀тви	mrъtvi	mъrtъv	Afpnn		371	8	6	advcl					1										
																								
i+	и+	i	i	C		372	1	2	cc				And he cried aloud, saying:											
vьzupi	вьзꙋпи	vъzupi	vъzupiti	Vmia3se		372	2	0	root															
gle+	гле+	gle	glagolati	Vmpp-sia	Amsnn	372	3	2	advcl															
																								
uvi+	ꙋви+	uvi	uvy	I		373	1	0	root				ʺWoe to me, having went astray!ʺ											
mně`.	мнѣ̀.	mně	az	Pp1-sd		373	2	1	obl	iobj														
zablú_divšomú+	заблꙋ́_дившомꙋ́+	zabludivšomu	zablǫditi	Amsdy	Vmpp-sea	373	3	2	appos					1										
																								
vse	все	vse	vse	Afpnn		374	1	2	amod	det			ʺI lost all my forces and hope!ʺ											
silè	силѐ	sile	sila	Nfpnn		374	2	5	obj															
i+	и+	i	i	C		374	3	4	cc															
nade_ždu.	наде_ждꙋ.	nadeždu	nadežda	Nfsan		374	4	2	conj					1										
pogubix+	погꙋбих+	pogubix	pogubja	Vmia1se		374	5	0	root															
																								
i+	и+	i	i	C		375	1	2	cc				And he (?) gnashed with his teeth.											
poskrь`žita	поскрь̀жита	poskrъžita	poskrъžiti	Vmia2de		375	2	0	root					1		A dual?								
zúbi+	зꙋ́би+	zubi	zъb	Nmpnn		375	3	2	obl															
svoim.	своим.	svoim	svoi	Amsin		375	4	3	amod	poss						Possibly a ligature for final -<i>imi</i>?								
																								
i+	и+	i	i	C		376	1	2	cc				And he flapped his wing(s).											
trěpetnu+	трѣпетнꙋ+	trěpetnu	trepna	Vmia3se		376	2	0	root															
kriwm	криѡм	kriom	krilo	Nnsin		376	3	2	obl					1										
svoim.	своим.	svoim	svoi	Amsiy		376	4	3	amod	poss														
																								
i+	и+	i	i	C		377	1	2	cc				And he reached the third heaven.			The locative makes more sense in face of later versions.<br/>Punčo: <i>i stignu mixaila na treto n-bo</i><br/>BAR 1282: <i>și ajunse pre Mihail la al treilea cer</i> 'and he reached Michael in the third heaven' (Coṣcodan 2017:21)								
stižna	стижна	stižna	stigna	Vmia3se		377	2	0	root															
*g*emь+	·г·емь+	*g*emъ	treti	Amsln	Mc	377	3	4	amod															
nbse	нбсе	nbse	nebe	Nnsgn		377	4	2	obj															
																								
i+	и+	i	i	C		378	1	2	cc				And he seized him by his foot and right hand with his evil right hand.			Punčo: <i>i frьli čengelь ta go fanu za stupalo</i>								
uxva_ti	ꙋхва_ти	uxvati	uxvatiti	Vmia3se		378	2	0	root					1										
ego.	его.	ego	toi	Pp3msg		378	3	2	obj															
za+	за+	za	za	Sa		378	4	5	case															
stupalo	стꙋпало	stupalo	stъpalo	Nnsnn		378	5	2	obl															
i+	и+	i	i	C		378	6	9	cc															
za+	за+	za	za	Sa		378	7	9	case															
de_snú	де_снꙋ́	desnu	desen	Afsan		378	8	9	amod					1										
rukù.	рꙋкꙋ̀.	ruku	rъka	Nfsan		378	9	2	obl															
lukvoju+	лꙋквою+	lukvoju	lukav	Afsin		378	10	12	amod															
svoeju+	своею+	svoeju	svoi	Afsiy		378	11	12	amod	poss														
de_snicòju.	де_сницо̀ю.	desnicoju	desnica	Nfsin		378	12	2	obl					1										
																								
i+	и+	i	i	C		379	1	2	cc				And he seized Michael by foot.											
uxiti	ꙋхити	uxiti	uxytiti	Vmia3se		379	2	0	root															
mìxàilà	мѝхàилà	mixaila	Mixail	Nmsgy		379	3	2	obj					1										
za+	за+	za	za	Sa		379	4	5	case															
stupalo.	стꙋпало.	stupalo	stъpalo	Nnsnn		379	5	2	obl															
																								
i+	и+	i	i	C		380	1	2	cc				And he was seizing him by the holy and divine-woven clothes.											
úxvátaše+	ꙋ́хвáташе+	uxvataše	uxvaštati	Vmii3si		380	2	0	root															
