text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc
našego+	ⱀⰰⱎⰵⰳⱁ₊	našego	naš	Amsgy		132	8	7	amod	poss							
radï:	ⱃⰰⰴⰹ:	radi	radi	Sg		132	9	7	case								
																	
tъ+	ⱅⱏ₊	tъ	tъ	Pd-msn		133	1	7	nsubj				Because He Himself led us from the darkness,			< *<i>ty</i> ?	
bo	ⰱⱁ	bo	bo	C		133	2	7	cc								
nъi`	ⱀⱏⰻ̀	ny	nie	Pp1-pa		133	3	7	obj								
saˇ_mъ	ⱄⰰ̆_ⰿⱏ	samъ	sam	Amsnn		133	4	7	advmod					1			
ʾotъ+	҆ⱁⱅⱏ₊	otъ	ot	Sg		133	5	6	case								
tъmъnъˇixъ	ⱅⱏⰿⱏⱀⱏ̆ⰻⱈⱏ	tъmъnyxъ	tъmen	A-pgy		133	6	7	obl	abl							
ʾotъve_de:	҆ⱁⱅⱏⰲⰵ_ⰴⰵ:	otъvede	otveda	Vmia3ser		133	7	0	root					1			
																	
ʾī	҆ⰺ	i	i	C		134	1	2	cc				And He purified (us)				
ʾočïstï.	҆ⱁⱍⰹⱄⱅⰹ.	očisti	očistja	Vmia3se		134	2	0	root								
																	
ī+	ⰺ₊	i	i	C		135	1	2	cc				And He closed (us)				
zaklepe.	ⰸⰰⰽⰾⰵⱂⰵ.	zaklepe	zaklepnǫti	Vmia3ser		135	2	0	root					1		Miklosich: <i>zaklenǫti</i> 'kleiein, claudere'	
																	
ʾī+	҆ⰺ₊	i	i	C		136	1	3	cc				And He duly freed (us)				
dostoïno	ⰴⱁⱄⱅⱁⰹⱀⱁ	dostoino	dostoino	R		136	2	3	advmod								
ʾizbavï:	҆ⰻⰸⰱⰰⰲⰹ:	izbavi	izbavja	Vmia3se		136	3	0	root								
																	
xmь	ⱈⰿⱐ	xmъ	xvalja	Vmip1pi		137	1	0	root				We praise	1			
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		138	1	0	root				We say to our (...)				
našimь:.	ⱀⰰⱎⰻⰿⱐ:.	našimъ	naš	A-pdy		138	2	1	obl	iobj:poss							
																	
Po+	Ⱂⱁ₊	po	po	Sl		139	1	2	case				[Title] After the communion				
vъsǫdě:	ⰲⱏⱄⱘⰴⱑ:	vъsǫdě	vъsǫd	Nmsln		139	2	0	root					1			
																	
Vъsǫdьnaě	Ⰲⱏⱄⱘⰴⱐⱀⰰⱑ	vъsǫdъnaě	vъsǫdьn	Afsny		140	1	2	amod				Our prayer for communion, o Lord, give us strength by you eternal (...)				
molïtva+	ⰿⱁⰾⰹⱅⰲⰰ₊	molitva	molitva	Nfsnn		140	2	4	nsubj								
našě	ⱀⰰⱎⱑ	našě	naš	Afsnn		140	3	2	amod	poss				1			
ʾutvrьdï+	҆ⱆⱅⰲⱃⱐⰴⰹ₊	utvrъdi	utvъrdja	Vmm-2se		140	4	0	root								
nъ^i	ⱀⱏ̂ⰻ	ny	nie	Pp1-pa		140	5	4	obj								
gï	ⰳⰹ	gi	Gospod	Nmsvi		140	6	4	vocative								
věčьnъimï	ⰲⱑⱍⱐⱀⱏⰻⰿⰹ	věčъnymi	večen	A-piy		140	7	8	amod					1			
tvoïmï:	ⱅⰲⱁⰹⰿⰹ:	tvoimi	tvoi	A-piy		140	8	4	obl								
																	
ʾī+	҆ⰺ₊	i	i	C		141	1	2	cc				And grant us your salvation				
podázь+	ⱂⱁⰴⰰ́ⰸⱐ₊	podazъ	podam	Vmm-2se		141	2	0	root								
námъ	ⱀⰰ́ⰿⱏ	namъ	nie	Pp1-pd		141	3	2	obl	iobj							
sъ_pasenie	ⱄⱏ_ⱂⰰⱄⰵⱀⰻⰵ	sъpasenie	spasenie	Nnsnn		141	4	2	obj					1			
tvoe:	ⱅⰲⱁⰵ:	tvoe	tvoi	Ansny		141	5	4	amod	poss							
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		142	1	0	root				We say to our (...)				
našïmь:.	ⱀⰰⱎⰹⰿⱐ:.	našimъ	naš	A-pdy		142	2	1	obl	iobj:poss				1			
																	
mьšě	ⰿⱐⱎⱑ	mъšě	mьša	Nfsnn		143	1	0	root				[Title] Mass 6 about the same				
*e*	·ⰵ·	*e*	6	Mc		143	2	1	nummod								
ʾo+	҆ⱁ₊	o	o (2)	Sl		143	3	4	case								
tomьze:.	ⱅⱁⰿⱐⰸⰵ:.	tomъze	tъžde	Pr-msl		143	4	1	nmod	ext				1			
																	
[T]ъi+	[Ⱅ]ⱏⰻ₊	ty	ty	Pp2-sn		144	1	3	nsubj				You, o Lord, take off from our evil-doing				
gï	ⰳⰹ	gi	Gospod	Nmsvi		144	2	3	vocative								
ʾotьmï+	҆ⱁⱅⱐⰿⰹ₊	otъmi	otema	Vmm-2se		144	3	0	root								
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		144	4	3	obj								
ʾotъ+	҆ⱁⱅⱏ₊	otъ	ot	Sg		144	5	6	case								
lǫkavь_[stva]+	ⰾⱘⰽⰰⰲⱐ_[ⱄⱅⰲⰰ]₊	lǫkavъstva	lǫkavьstvo	Nnsgn		144	6	3	obl	abl				1			
našego:	ⱀⰰⱎⰵⰳⱁ:	našego	naš	Ansgy		144	7	6	amod	poss							
																	
ī+	ⰺ₊	i	i	C		145	1	4	cc				And turn us over to your justice by your mercy				
tvoejǫ+	ⱅⰲⱁⰵⱙ₊	tvoejǫ	tvoi	Afsiy		145	2	3	amod								
mïlo_[stьjǫ]	ⰿⰹⰾⱁ_[ⱄⱅⱐⱙ]	milostъjǫ	milost	Nfsin		145	3	4	obl					1			
ʾobrati+	҆ⱁⰱⱃⰰⱅⰻ₊	obrati	obratja	Vmm-2se		145	4	0	root								
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		145	5	4	obj								
na+	ⱀⰰ₊	na	na	Sa		145	6	7	case								
pravьdǫ	ⱂⱃⰰⰲⱐⰴⱘ	pravъdǫ	pravda	Nfsan		145	7	4	obl					1			
[tvo]jǫ:	[ⱅⰲⱁ]ⱙ:	tvojǫ	tvoi	Afsay		145	8	7	amod	poss							
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		146	1	0	root				We say to our (...)				
našïmь:.	ⱀⰰⱎⰹⰿⱐ:.	našimъ	naš	A-pdy		146	2	1	obl	iobj:poss				2			
																	
nadъ+	ⱀⰰⰴⱏ₊	nadъ	nad	Si		147	1				6r	/img/kiev/kf_6r.jpg	[Title] Over Eucharist				
ʾoplatъmь:.	҆ⱁⱂⰾⰰⱅⱏⰿⱐ:.	oplatъmъ	oplat	Nmsin		147	2	0	root					1			
																	
Prïnesenъ^ï	Ⱂⱃⰹⱀⰵⱄⰵⱀⱏ̂ⰹ	prineseny	prinesa	Vmpa-se	Amsny	148	1	0	root				O Lord, to you (is) offered this gift, which you have given and created for the sake of your Church and our life and our death				
tébě	ⱅⰵ́ⰱⱑ	tebě	ty	Pp2-sd		148	2	1	obl	iobj							
gï	ⰳⰹ	gi	Gospod	Nmsvi		148	3	1	vocative								
sьï	ⱄⱐⰹ	sy	sii	Pd-msn		148	4	5	det	ext							
darъ	ⰴⰰⱃⱏ	darъ	dar	Nmsnn		148	5	1	nsubj					1			
ʾīže+	҆ⰺⰶⰵ₊	iže	iže	Pr-msn		148	6	9	mark								
tъi	ⱅⱏⰻ	ty	ty	Pp2-sn		148	7	9	nsubj								
ésï+	ⰵ́ⱄⰹ₊	esi	sъm	Vaip2si		148	8	9	aux	prf							
dalъ	ⰴⰰⰾⱏ	dalъ	dam	Vmp--se	Amsnn	148	9	5	acl								
ʾī+	҆ⰺ₊	i	i	C		148	10	11	cc								
sъtvo_rïlъ.	ⱄⱏⱅⰲⱁ_ⱃⰹⰾⱏ.	sъtvorilъ	sъtvorja	Vmp--se	Amsnn	148	11	9	conj					1			
cīrъkъve	ⱌⰺⱃⱏⰽⱏⰲⰵ	cirъkъve	cъrkva	Nfsgn		148	12	9	obl								
radï^+	ⱃⰰⰴⰹ̂₊	radi	radi	Sg		148	13	12	case								
tvoe_ję^.	ⱅⰲⱁⰵ_ⱗ̂.	tvoeję	tvoi	Afsiy		148	14	12	amod	poss				1			
ʾī+	҆ⰺ₊	i	i	C		148	15	16	cc								
žïvota	ⰶⰹⰲⱁⱅⰰ	života	život	Nmsgn		148	16	12	conj								
ʾī+	҆ⰺ₊	i	i	C		148	17	18	cc								
prěstavle_niě+	ⱂⱃⱑⱄⱅⰰⰲⰾⰵ_ⱀⰻⱑ₊	prěstavleniě	prěstavlenie	Nnsgn		148	18	16	conj					1			
našego+	ⱀⰰⱎⰵⰳⱁ₊	našego	naš	Ansgy		148	19	16	amod								
radï:	ⱃⰰⰴⰹ:	radi	radi	Sg		148	20	16	case								
																	
ʾī+	҆ⰺ₊	i	i	C		149	1	2	cc				And we confess, that it is the healing of the eternal life				
sъvěstu_emъ+	ⱄⱏⰲⱑⱄⱅⱆ_ⰵⰿⱏ₊	sъvěstuemъ	sъvěstovati	Vmip1pi		149	2	0	root					1			
nъi`.	ⱀⱏⰻ̀.	ny	nie	Pp1-pa		149	3	2	nsubj								
ʾěko+	҆ⱑⰽⱁ₊	ěko	jako (2)	C		149	4	6	mark								
balьstvo	ⰱⰰⰾⱐⱄⱅⰲⱁ	balъstvo	balьstvo	Nnsnn		149	5	6	obl	pred							
ʾe_stъ+	҆ⰵ_ⱄⱅⱏ₊	estъ	sъm	Vmip3si		149	6	2	advcl					1			
to`	ⱅⱁ̀	to	to	Qd	Pd-nsn	149	7	6	nsubj								
života	ⰶⰻⰲⱁⱅⰰ	života	život	Nmsgn		149	8	5	nmod	poss							
věčьnago:	ⰲⱑⱍⱐⱀⰰⰳⱁ:	věčъnago	večen	Amsgy		149	9	8	amod					1			
																	
gmь:	ⰳⰿⱐ:	gmъ	glagolati	Vmip1pi		150	1	0	root				We say (...)				
																	
Prěѳaciě.	Ⱂⱃⱑⱚⰰⱌⰻⱑ.	prěѳaciě	prěfacia	Nfsnn		151	1	0	root				[Title] Preface				
do	ⰴⱁ	do	do	I		151	2	1	discourse					1			
																	
věčьnъ^ï	ⰲⱑⱍⱐⱀⱏ̂ⰹ	věčъny	večen	Amsny		152	1	2	amod				O eternal God, we pray to Jesus Christ your Son and our Lord				
bže:.	ⰱⰶⰵ:.	bže	bog	Nmsvy		152	2	3	vocative					1			
Molïmъ+	ⰿⱁⰾⰹⰿⱏ₊	molimъ	molja	Vmip1pi		152	3	0	root								
sję	ⱄⱗ	sję	se	Px---a		152	4	3	expl								
isu	ⰻⱄⱆ	isu	Isus	Nmsdy		152	5	3	obl	iobj							
xu	ⱈⱆ	xu	Xristos	Nmsdy		152	6	5	appos								
sъinu	ⱄⱏⰻⱀⱆ	synu	sin	Nmsdy		152	7	6	appos					1			
tvoemu	ⱅⰲⱁⰵⰿⱆ	tvoemu	tvoi	Amsdy		152	8	7	amod	poss							
gï+	ⰳⰹ₊	gi	Gospod	Nmsgi	Nmsvi	152	9	7	appos								
našemu.	ⱀⰰⱎⰵⰿⱆ.	našemu	naš	Amsdy		152	10	9	amod	poss							
																	
da	ⰴⰰ	da	da	C		153	1	4	aux	opt			May He protects us and saves us by your mercy	1			
mïlostьjǫ+	ⰿⰹⰾⱁⱄⱅⱐⱙ₊	milostъjǫ	milost	Nfsin		153	2	4	obl								
tvoejǫ	ⱅⰲⱁⰵⱙ	tvoejǫ	tvoi	Afsiy		153	3	2	amod	poss							
zaščï_tïtъ+	ⰸⰰⱎⱍⰹ_ⱅⰹⱅⱏ₊	zaščititъ	zaštitja	Vmip3se		153	4	0	root					1			
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		153	5	4	obj								
ʾī+	҆ⰺ₊	i	i	C		153	6	7	cc								
sъpasetъ:	ⱄⱏⱂⰰⱄⰵⱅⱏ:	sъpasetъ	spasja	Vmip3se		153	7	4	conj								
																	
be_ž+	ⰱⰵ_ⰶ₊	bež	bez	Sg		154	1	4	case				For without His mercy we cannot do anything	1			
negože+	ⱀⰵⰳⱁⰶⰵ₊	negože	iže	Pr-msg		154	2	4	nmod	poss							
bo	ⰱⱁ	bo	bo	C		154	3	8	cc								
mïlostï	ⰿⰹⰾⱁⱄⱅⰹ	milosti	milost	Nfsgn		154	4	8	obl								
ne+	ⱀⰵ₊	ne	ne	Qz		154	5	6	advmod								
vъ_zmožemъ	ⰲⱏ_ⰸⰿⱁⰶⰵⰿⱏ	vъzmožemъ	vъzmoga	Vmip1pe		154	6	8	aux					1			
ničьsože	ⱀⰻⱍⱐⱄⱁⰶⰵ	ničъsože	ničъtože	Pz---g		154	7	8	obj								
sъtvo_rïtī:	ⱄⱏⱅⰲⱁ_ⱃⰹⱅⰺ:	sъtvoriti	sъtvorja	Vmn---e		154	8	0	root					1			
																	
těˇmь+	ⱅⱑ̆ⰿⱐ₊	těmъ	tъ	Pd-nsi		155	1	9	obl				Thus may we accept the gifts and mercy for His sake alone				
že	ⰶⰵ	že	že	Qd		155	2	9	cc								
samogo	ⱄⰰⰿⱁⰳⱁ	samogo	sam	Amsgy		155	3	4	amod	det				1			
ʾego+	҆ⰵⰳⱁ₊	ego	tъ	Pp3msg		155	4	9	obl								
radï	ⱃⰰⰴⰹ	radi	radi	Sg		155	5	4	case								
darъi	ⰴⰰⱃⱏⰻ	dary	dar	Nmpan		155	6	9	obj								
ʾī+	҆ⰺ₊	i	i	C		155	7	8	cc								
mïlostь	ⰿⰹⰾⱁⱄⱅⱐ	milostъ	milost	Nfsnn		155	8	6	conj					1			
prïemlemъ	ⱂⱃⰹⰵⰿⰾⰵⰿⱏ	priemlemъ	priema	Vmip1pe		155	9	0	root								
																	
ʾī+	҆ⰺ₊	i	i	C		156	1	4	cc				And (may?) we live in love				
vъ+	ⰲⱏ₊	vъ	v	Sl		156	2	3	case								
ljubъvi	ⰾⱓⰱⱏⰲⰻ	ljubъvi	ljubov	Nfsdn		156	3	4	obl	loc				1			
živemъ:	ⰶⰻⰲⰵⰿⱏ:	živemъ	živěti	Vmip1pi		156	4	0	root								
																	
xmь	ⱈⰿⱐ	xmъ	xvalja	Vmip1pi		157	1	0	root				We praise				
																	
gmь	ⰳⰿⱐ	gmъ	glagolati	Vmip1pi		158	1	0	root				We say to our (...)				
našïm[ь]	ⱀⰰⱎⰹⰿ[ⱐ]	našimъ	naš	A-pdy		158	2	1	obl	iobj				1			
																	
Po+	Ⱂⱁ₊	po	po	Sl		159	1	2	case				[Title] After the communion				
vъsǫ_dě:.	ⰲⱏⱄⱘ_ⰴⱑ:.	vъsǫdě	vъsǫd	Nmsln		159	2	0	root					1			
																	
Vъsǫda+	Ⰲⱏⱄⱘⰴⰰ₊	vъsǫda	vъsǫd	Nmsgn		160	1	4	obl				Satisfied by your communion, o Lord, we pray you:				
tvoego	ⱅⰲⱁⰵⰳⱁ	tvoego	tvoi	Amsgy		160	2	1	amod	poss							
gï	ⰳⰹ	gi	Gospod	Nmsvi		160	3	5	vocative								
nas[ъi]_cenï+	ⱀⰰⱄ[ⱏⰻ]_ⱌⰵⱀⰹ₊	nasyceni	nasitja	Vmpa-pe	Ampnn	160	4	5	advcl	csubj				1			
prosïmъ+	ⱂⱃⱁⱄⰹⰿⱏ₊	prosimъ	prosja	Vmip1pi		160	5	0	root								
tję:	ⱅⱗ:	tję	ty	Pp2-sa		160	6	5	obj								
																	
otъ+	ⱁⱅⱏ₊	otъ	ot	Sg		161	1	3	case				Save us from all who oppose us				
v[ь]_sěxъ+	ⰲ[ⱐ]_ⱄⱑⱈⱏ₊	vъsěxъ	vse	A-pgy		161	2	3	amod	det				2			
protivjęcīxъ+	ⱂⱃⱁⱅⰻⰲⱗⱌⰺⱈⱏ₊	protivjęcixъ	protiviti	Vmpp-pia	A-pgy	161	3	6	advcl	obl:abl	6v	/img/kiev/kf_6v.jpg					
sję+	ⱄⱗ₊	sję	se	Px---a		161	4	3	expl								
ná_mъ+	ⱀⰰ́_ⰿⱏ₊	namъ	nie	Pp1-pd		161	5	3	obl	iobj				1			
sъpasï+	ⱄⱏⱂⰰⱄⰹ₊	sъpasi	spasja	Vmm-2se		161	6	0	root								
nъi:	ⱀⱏⰻ:	ny	nie	Pp1-pa		161	7	6	obj								
																	
gmь+	ⰳⰿⱐ₊	gmъ	glagolati	Vmip1pi		162	1	0	root				We say to our (...)				
našï:.	ⱀⰰⱎⰹ:.	naši	naš	Amsnn		162	2	1	obl	iobj:poss				1			
																	
mьšě	ⰿⱐⱎⱑ	mъšě	mьša	Nfsnn		163	1	0	root				[Title] Mass about martyrs				
o+	ⱁ₊	o	o (2)	Sl		163	2	3	case								
mǫčenïcěxъ:.	ⰿⱘⱍⰵⱀⰹⱌⱑⱈⱏ:.	mǫčenicěxъ	mъčenik	Nmply		163	3	1	nmod					1			
																	
Mǫčenīkъ^	ⰿⱘⱍⰵⱀⰺⰽⱏ̂	mǫčenikъ	mъčenik	Nmpgy		164	1	4	nmod	poss			Honoring the honor of your martyrs, we pray you, o lord, asking you:				
tvoïxъ+	ⱅⰲⱁⰹⱈⱏ₊	tvoixъ	tvoi	A-pgy		164	2	1	amod	poss							
gï	ⰳⰹ	gi	Gospod	Nmsvi		164	3	6	vocative								
čь_stï+	ⱍⱐ_ⱄⱅⰹ₊	čъsti	čest	Nfsgi		164	4	5	obl					1			
čьstjęce`	ⱍⱐⱄⱅⱗⱌⰵ̀	čъstjęce	čъstja	Vmpp-pia	Ampnn	164	5	6	advmod								
molïmъ+	ⰿⱁⰾⰹⰿⱏ₊	molimъ	molja	Vmip1pi		164	6	0	root								
tję	ⱅⱗ	tję	ty	Pp2-sa		164	7	6	obj					1			
prosjęce:	ⱂⱃⱁⱄⱗⱌⰵ:	prosjęce	prosja	Vmpp-pia	Ampnn	164	8	6	advmod								
																	
da+	ⰴⰰ₊	da	da	C		165	1	8	advmod				As you have given them strength by your heavenly glory,				
ʾěkože+	҆ⱑⰽⱁⰶⰵ₊	ěkože	jakože	C		165	2	1	fixed								
ję+	ⱗ₊	ję	tě	Pp3mpa		165	3	8	obj								
ʾesï	҆ⰵⱄⰹ	esi	sъm	Vaip2si		165	4	8	aux	prf				1			
slavojǫ	ⱄⰾⰰⰲⱁⱙ	slavojǫ	slava	Nfsin		165	5	8	obl								
tvoejǫ+	ⱅⰲⱁⰵⱙ₊	tvoejǫ	tvoi	Afsiy		165	6	5	amod	poss							
nebesьsku_jǫ	ⱀⰵⰱⰵⱄⱐⱄⰽⱆ_ⱙ	nebesъskujǫ	nebeski	Afsiy		165	7	5	amod					1			
ʾutvrьdïlъ:	҆ⱆⱅⰲⱃⱐⰴⰹⰾⱏ:	utvrъdilъ	utvъrdja	Vmp--se	Amsnn	165	8	0	root								
																	
takoze+	ⱅⰰⰽⱁⰸⰵ₊	takoze	takožde	Pr		166	1	7	advmod				may you accept us by your mercy				
že	ⰶⰵ	že	že	Qd		166	2	7	cc					1			
ʾī+	҆ⰺ₊	i	i	C		166	3	4	amod								
nъi`	ⱀⱏⰻ̀	ny	nie	Pp1-pa		166	4	7	obj								
mïlostïjǫ	ⰿⰹⰾⱁⱄⱅⰹⱙ	milostijǫ	milost	Nfsin		166	5	7	obl								
tvoejǫ	ⱅⰲⱁⰵⱙ	tvoejǫ	tvoi	Afsiy		166	6	5	amod	poss				1			
prīˇmï^	ⱂⱃⰺ̆ⰿⰹ̂	primi	priema	Vmm-2se		166	7	0	root								
																	
gmь:.	ⰳⰿⱐ:.	gmъ	glagolati	Vmip1pi		167	1	0	root				We say (...)				
																	
nadъ+	ⱀⰰⰴⱏ₊	nadъ	nad	Si		168	1	2	case				[Title] Over Eucharist				
oplatmь:	ⱁⱂⰾⰰⱅⰿⱐ:	oplatmъ	oplat	Nmsnn		168	2	0	root	loc				1			
																	
Prïnosъ+	Ⱂⱃⰹⱀⱁⱄⱏ₊	prinosъ	prinos	Nmsnn		169	1	8	obj				O Lord, accept the offering brought to you for the sake of your holy martyrs				
gï+	ⰳⰹ₊	gi	Gospod	Nmsvi		169	2	8	vocative								
prïnesenъ^ï+	ⱂⱃⰹⱀⰵⱄⰵⱀⱏ̂ⰹ₊	prineseny	prinesa	Vmpa-se	Amsny	169	3	1	acl								
tébě	ⱅⰵ́ⰱⱑ	tebě	ty	Pp2-sd		169	4	3	obl	iobj				1			
mǫčenïkъ^	ⰿⱘⱍⰵⱀⰹⰽⱏ̂	mǫčenikъ	mъčenik	Nmpgy		169	5	3	obl								
svjętъ^ïxъ+	ⱄⰲⱗⱅⱏ̂ⰹⱈⱏ₊	svjętyxъ	svęt	Ampgy		169	6	5	amod								
ra_dï+	ⱃⰰ_ⰴⰹ₊	radi	radi	Sg		169	7	5	case					1			
primï^:	ⱂⱃⰻⰿⰹ̂:	primi	priema	Vmm-2se		169	8	0	root								
																	
ʾī+	҆ⰺ₊	i	i	C		170	1	7	cc				And may may your help comes to us by their prayers and your commandements				
molïtvamï	ⰿⱁⰾⰹⱅⰲⰰⰿⰹ	molitvami	molitva	Nfpin		170	2	7	obl					1			
ʾīxъ	҆ⰺⱈⱏ	ixъ	tě	Pp3-pg		170	3	2	nmod	poss							
ʾī+	҆ⰺ₊	i	i	C		170	4	5	cc								
zapovědьmï+	ⰸⰰⱂⱁⰲⱑⰴⱐⰿⰹ₊	zapovědъmi	zapověd	Nfpin		170	5	2	conj								
tvoī_mï+	ⱅⰲⱁⰺ_ⰿⰹ₊	tvoimi	tvoi	A-piy		170	6	5	amod	poss				1			
prïspěï+	ⱂⱃⰹⱄⱂⱑⰹ₊	prispěi	prispěti	Vmm-2se		170	7	0	root								
námъ+	ⱀⰰ́ⰿⱏ₊	namъ	nie	Pp1-pd		170	8	7	obl	iobj							
pomocь	ⱂⱁⰿⱁⱌⱐ	pomocъ	pomošt	Nfsni		170	9	7	nsubj					1			
tvoě.	ⱅⰲⱁⱑ.	tvoě	tvoi	Afsny		170	10	9	amod	poss							
																	
gmь:	ⰳⰿⱐ:	gmъ	glagolati	Vmip1pi		171	1	0	root				We say (...)				
																	
po+	ⱂⱁ₊	po	po	Sl		172	1	2	case				[Title] After the communion				
vъsǫdě:.	ⰲⱏⱄⱘⰴⱑ:.	vъsǫdě	vъsǫd	Nmsln		172	2	0	root	loc				1			
																	
ʾOčístï+	҆Ⱁⱍⰻ́ⱄⱅⰹ₊	Očisti	očistja	Vmm-2se		173	1	4	advcl				Purify us, o Lord, we pray you for the sake of your heavenly commandements				
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		173	2	1	obj								
gï+	ⰳⰹ₊	gi	Gospod	Nmsvi		173	3	4	vocative								
prosïmъ+	ⱂⱃⱁⱄⰹⰿⱏ₊	prosimъ	prosja	Vmip1pi		173	4	0	root								
tję	ⱅⱗ	tję	ty	Pp2-sa		173	5	4	obj					1			
nebesьskъ^ixъ	ⱀⰵⰱⰵⱄⱐⱄⰽⱏ̂ⰻⱈⱏ	nebesъskyxъ	nebeski	A-pgy		173	6	9	amod								
tvoïxъ+	ⱅⰲⱁⰹⱈⱏ₊	tvoixъ	tvoi	A-pgy		173	7	9	amod	poss							
ra_di^+	ⱃⰰ_ⰴⰻ̂₊	radi	radi	Sg		173	8	9	case					1			
zapovědь^ï:	ⰸⰰⱂⱁⰲⱑⰴⱐ̂ⰹ:	zapovědy	zapověd	Nfpnn		173	9	4	obl							< *<i>zapovědь</i>?	
																	
ʾī+	҆ⰺ₊	i	i	C		174	1	2	cc				And strengthen us, so that we can celebrate you in front of your saints by our prayers				
ʾutvrь_dï´+	҆ⱆⱅⰲⱃⱐ_ⰴⰹ́₊	utvrъdi	utvъrdja	Vmm-2se		174	2	0	root					1			
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		174	3	2	obj								
da+	ⰴⰰ₊	da	da	C		174	4	5	mark								
slavïmъ+	ⱄⰾⰰⰲⰹⰿⱏ₊	slavimъ	slavja	Vmip1pi		174	5	2	advcl								
tję+	ⱅⱗ₊	tję	ty	Pp2-sa		174	6	5	obj								
prědъ+	ⱂⱃⱑⰴⱏ₊	prědъ	pred	Si		174	7	8	case					1			
svjętъ^imï	ⱄⰲⱗⱅⱏ̂ⰻⰿⰹ	svjętymi	svęt	A-piy		174	8	5	obl	loc							
tvoïmī	ⱅⰲⱁⰹⰿⰺ	tvoimi	tvoi	A-piy		174	9	8	amod	poss				1			
molïtvamï	ⰿⱁⰾⰹⱅⰲⰰⰿⰹ	molitvami	molitva	Nfpin		174	10	5	obl								
našïmï:	ⱀⰰⱎⰹⰿⰹ:	našimi	naš	A-piy		174	11	10	amod	poss				1			
																	
gmь	ⰳⰿⱐ	gmъ	glagolati	Vmip1pi		175	1	0	root				We say to our (...)				
našïmь:.	ⱀⰰⱎⰹⰿⱐ:.	našimъ	naš	A-pdy		175	2	1	obl	iobj:poss				2			
																	
[ж]	[ж]	ж	(...)	X		176	1	0	root		7r	/img/kiev/kf_7r.jpg	(?)				
																	
mьšě	ⰿⱐⱎⱑ	mъšě	mьša	Nfsnn		177	1	0	root				[Title] Mass about all heavenly powers				
ʾo+	҆ⱁ₊	o	o (2)	Sl		177	2	5	case								
vьsěxъ	ⰲⱐⱄⱑⱈⱏ	vъsěxъ	vse	Afpgy		177	3	5	amod	det							
nebesьskъ_xъ+	ⱀⰵⰱⰵⱄⱐⱄⰽⱏ_ⱈⱏ₊	nebesъskъxъ	nebeski	Afpln		177	4	5	amod					1			
sīlaxъ:	ⱄⰺⰾⰰⱈⱏ:	silaxъ	sila	Nfpln		177	5	1	nmod								
																	
pomlïmъ+	ⱂⱁⰿⰾⰹⰿⱏ₊	pomlimъ	pomolja	Vmip1pe		178	1	0	root				Let us pray				
sję:.	ⱄⱗ:.	sję	se	Px---a		178	2	1	expl					1			
																	
Bъ	Ⰱⱏ	bъ	bog	Nmsny		179	1	41	vocative				(O) God, as you have always given us joy, for the sake of prayers of the blessed Mother of God and Ever-Virgin Mary,				
ʾïže+	҆ⰹⰶⰵ₊	iže	iže	Pr-msn		179	2	37	mark								
nъi	ⱀⱏⰻ	ny	nie	Pp1-pa		179	3	37	obj								
molītvъi	ⰿⱁⰾⰺⱅⰲⱏⰻ	molitvy	molitva	Nfpnn		179	4	37	obl								
radï^	ⱃⰰⰴⰹ̂	radi	radi	Sg		179	5	4	case					1			
blaženъ^iję^	ⰱⰾⰰⰶⰵⱀⱏ̂ⰻⱗ̂	blaženyję	blažen	Afsgy		179	6	7	amod								
bcję^	ⰱⱌⱗ̂	bcję	Bogorodica	Nfsgy		179	7	4	nmod	poss							
ʾī+	҆ⰺ₊	i	i	C		179	8	10	cc								
prïsno	ⱂⱃⰹⱄⱀⱁ	prisno	prisno	R		179	9	10	amod					1			
děvъ^i+	ⰴⱑⰲⱏ̂ⰻ₊	děvy	děva	Nfsgy		179	10	7	appos								
marïję^:	ⰿⰰⱃⰹⱗ̂:	mariję	Maria	Nfsgy		179	11	10	appos								
ʾī+	҆ⰺ₊	i	i	C		179	12	15	cc				and for the sake of your blessed angels and all heavenly powers,				
blaženъ^i_xъ+	ⰱⰾⰰⰶⰵⱀⱏ̂ⰻ_ⱈⱏ₊	blaženyxъ	blažen	Ampgy		179	13	15	amod					1			
radï^	ⱃⰰⰴⰹ̂	radi	radi	Sg		179	14	15	case								
ʾanǵelъ^	҆ⰰⱀⰼⰵⰾⱏ̂	anǵelъ	angel	Nmpgy		179	15	7	conj								
tvoï´xъ.	ⱅⰲⱁⰹ́ⱈⱏ.	tvoixъ	tvoi	A-pgy		179	16	15	amod	poss							
ʾī	҆ⰺ	i	i	C		179	17	20	cc					1			
vьsě´xъ	ⰲⱐⱄⱑ́ⱈⱏ	vъsěxъ	vse	Afpgy		179	18	20	amod	det							
