text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
nikákože	никáкоже	nikakože	nikakože	Pz		121	21	24	advmod														
tě´xь	тѣ́хь	těxъ	tě	Pp3-pg		121	22	23	nmod	poss													
lajanïi	лаꙗнїи	lajanii	lajanie	Nnpin		121	23	24	obl														
oúžá_sьšu+	оу́жá_сьшꙋ+	oužasъšu	užasja	Vmpa-sea	Amsdn	121	24	10	conj					1									
se.	се.	se	se	Px---a		121	25	24	expl														
nьʺ	нь̏	nъ	no	C		121	26	31	cc				but rather he found the moment of opportunity										
í+	и́+	i	i	C		121	27	26	fixed														
páče	пáче	pače	pače	R		121	28	31	advmod														
vrě´me	врѣ́ме	vrěme	vreme	Nnsnn		121	29	31	obj														
blgo_poloú_čno	блго_полоу́_чно	blgopoloučno	blagopolučen	Ansnn		121	30	29	amod					1									
wbrě´tь	ѡбрѣ́ть	obrětъ	obrěsti	Vmia3se		121	31	24	conj														
na+	на+	na	na	Sa		121	32	35	case				and bravely attacked (ʺjumpedʺ) the domain of the sinful										
ne+	не+	ne	ne	Qz		121	33	34	amod														
čь´stivyʺxъ	чь́стивы̏хъ	čъstivixъ	čestiv	Ampgy		121	34	35	nmod	poss													
w´drь´ža_nïe.	ѡ́дрь́жа_нїе.	odrъžanie	odrъžanie	Nnsnn		121	35	37	obl	lat				1									
Xrábwr'ně	Хрáбѡр͛нѣ	xraborně	xrabrьně	R		121	36	37	advmod														
vьskóči,	вьско́чи,	vъskoči	vъskočiti	Vmia3se		121	37	0	root														
																							
í+	и́+	i	i	C		122	1	4	cc				and after he conquered the whole domain of Macedonia										
vьsè	вьсѐ	vъse	vse	Ansnn		122	2	5	amod	det													
má_kjedón'skojè	мá_кѥдо́н͛скоѥ̀	makjedonskoje	makedonski	Ansny		122	3	5	amod					1									
w´bьjem'šou	ѡ́бьѥм͛шоу	obъjemšou	obema	Vmpa-sea	Ampdn	122	4	0	root														
wdrь´žanïe.	ѡдрь́жанїе.	odrъžanie	odrъžanie	Nnsnn		122	5	4	obj					1									
i+	и+	i	i	C		122	6	10	cc				and also Serres										
jéšté+	ѥ́ще́+	ješte	ešte	R		122	7	6	fixed														
že	же	že	že	Qd		122	8	7	fixed														
í+	и́+	i	i	C		122	9	10	amod														
sě´rь,	сѣ́рь,	sěrъ	Sěr	Nmsnn		122	10	5	conj														
táko	тáко	tako	taka	Pr		122	11	21	advmod				as well as the whole Athos, properly said, the Holy Mountain										
i+	и+	i	i	C		122	12	11	fixed														
sъ+	съ+	sъ	s	Si		122	13	21	case														
vьsejù	вьсею̀	vъseju	vse	Afsin		122	14	21	amod	det													
áѳónь_skojù	áѳо́нь_скою̀	aѳonъskoju	atonski	Afsin		122	15	21	amod					1									
páče+	пáче+	pače	pače	R		122	16	20	cc														
že	же	že	že	Qd		122	17	16	fixed														
ístínějè	и́сти́нѣѥ̀	istiněje	istinno	Rc		122	18	19	advmod														
réšti,	ре́щи,	rešti	reka	Vmn---e		122	19	20	acl														
stojù	стою̀	stoju	svęt	Afsin		122	20	15	conj														
gó_rojù.	го́_рою̀.	goroju	gora	Nfsin		122	21	10	nmod					1									
kъ+	къ+	kъ	k	Sd		122	22	23	case				together with the famous Salonica with Thessaly										
sím'+	си́м͛+	sim	sii	Pd-mpd		122	23	4	obl	iobj													
že	же	že	že	Qd		122	24	23	cc														
í+	и́+	i	i	C		122	25	27	cc														
slávnyʺ	слáвны̏	slavnii	slaven	Amsny		122	26	27	amod														
sólounь	со́лоунь	solounъ	Solun	Nmsnn		122	27	5	conj														
sь	сь	sъ	s	Si		122	28	30	case					1									
vьsejù	вьсею̀	vъseju	vse	Afsin		122	29	30	amod	det													
ѳettalïejù,	ѳетталїею̀,	ѳettalieju	Tetalija	Nfsin		122	30	27	nmod														
tákoždè	тáкождѐ	takožde	takožde	Pr		122	31	33	amod														
í+	и́+	i	i	C		122	32	33	cc				and Triballia too										
trïva_ly.	трїва_лы.	trivali	Trivalija	Nfpnn		122	33	27	conj					1									
tákožde	тáкожде	takožde	takožde	Pr		122	34	36	amod														
í+	и́+	i	i	C		122	35	36	cc				and Dalmatia, which is called a country of Albanians										
dál'matijù,	дáл͛матию̀,	dalmatiju	Dalmatija	Nfsin		122	36	33	conj														
jáže	ꙗ́же	jaže	iže	Pr-fsn		122	37	40	mark														
i+	и+	i	i	C		122	38	42	amod					1									
ár'vánitьskaà	áр͛вáнитьскаà	arvanitъskaa	arvanitski	Afsny		122	39	42	amod														
gljét+	глѥ́т+	gljet	glagolati	Vmip3si		122	40	36	acl														
se	се	se	se	Px---a		122	41	40	expl														
drь´žava,	дрь́жава,	drъžava	dъržava	Nfsnn		122	42	40	obl	pred													
dáže	дáже	daže	daže	Qg		122	43	46	amod														
í+	и́+	i	i	C		122	44	43	fixed				as far as Dyrrhacium	1									
do+	до+	do	do	Sg		122	45	46	case														
dráča.	дрáча.	drača	Drač	Nmsgn		122	46	36	nmod														
																							
Vъ+	Въ+	vъ	v	Sl		123	1	2	case				And he appointed shining and honorable metropolites and bishops to them,										
níx'+	ни́х͛+	nix	tě	Pp3-pa		123	2	3	obl	loc													
že	же	že	že	Qd		123	3	11	cc														
í+	и́+	i	i	C		123	4	5	amod														
mítropolíti	ми́трополи́ти	mitropoliti	mitropolit	Nmpny		123	5	11	obj					1									
i+	и+	i	i	C		123	6	7	cc														
epïskw´py	епїскѡ́пы	episkopi	episkop	Nmpay		123	7	5	conj														
svě´tlě	свѣ́тлѣ	světlě	světlo	R		123	8	11	advmod														
í+	и́+	i	i	C		123	9	10	cc														
blgo_čь´stivě	блго_чь́стивѣ	blgočъstivě	blagočьstivě	R		123	10	8	conj														
po_stávi.	по_стáви.	postavi	postavja	Vmia3se		123	11	0	root					1									
jákóže	ꙗ́ко́же	jakože	jakože	R		123	12	24	mark				as his shining golden bulls in the famous lavra and Protaton on the Holy Mountain clearly testify.										
svě´tliʺ	свѣ́тли̏	světlii	světъl	Ampny		123	13	15	amod														
egò	его̀	ego	toi	Pp3msg		123	14	15	nmod	poss				2									
xrïsovuli	хрїсовꙋли	xrisovuli	xrisovul	Nmpnn		123	15	24	nsubj		198v	/img/petka/000400.jpg											
vь+	вь+	vъ	v	Sl		123	16	18	case														
slávněì	слáвнѣѝ	slavněi	slaven	Afsdy		123	17	18	amod														
lávrě	лáврѣ	lavrě	lavra	Nfsdn		123	18	24	obl	loc													
styʺje	сты̏ѥ	stije	svęt	Afsgy		123	19	20	amod														
góry	го́ры	gori	gora	Nfsgn		123	20	18	nmod	poss													
í	и́	i	i	C		123	21	22	cc														
protá_tě,	протá_тѣ,	protatě	Protaton	Nfsdn		123	22	18	conj	loc				1									
wtkrь´venomь	ѿкрь́веномь	otkrъvenomъ	otkroven	Ansin		123	23	25	amod							Miklosich: otъkrъvenije 'apokalѵѱis, revelatio'							
svě´dětel'stvoujutь	свѣ́дѣтел͛ствоують	svědětelstvoujutъ	sъvědětelьstvovati	Vmip3pi		123	24	11	advcl					1									
lícemь.	ли́цемь.	licemъ	lice	Nnsin		123	25	24	obl														
																							
í+	и́+	i	i	C		124	1	5	cc				And he was not satisfied by these (conquests).										
ne+	не+	ne	ne	Qz		124	2	3	amod														
tь´čijù	ть́чию̀	tъčiju	tъčijǫ	R		124	3	4	amod														
sïími	сїи́ми	siimi	sii	Pd--pi		124	4	5	obl														
dovólьnъ	дово́льнъ	dovolъnъ	dovolen	Amsnn		124	5	0	root					1									
býst.	бы́ст.	bist	sъm	Vmia3si		124	6	5	cop														
																							
nьʺ	нь̏	nъ	no	C		125	1	11	cc				but rather he manly vanquished and conquered everything up to the Tsarigrad itself										
í+	и́+	i	i	C		125	2	1	fixed														
dáže	дáже	daže	daže	R		125	3	6	amod														
do+	до+	do	do	Sg		125	4	6	case														
crstvujuštàgo	црствꙋющàго	crstvujuštago	carstvuvam	Amsgy	Vmpp-sia	125	5	6	amod														
gráda	грáда	grada	grad	Nmsgn		125	6	11	obl					1									
krě´p'ko	крѣ́п͛ко	krěpko	krepko	R		125	7	11	advmod														
í+	и́+	i	i	C		125	8	9	cc														
moúžьstv'ně	моу́жьств͛нѣ	moužъstvně	mъžestveno	R		125	9	7	conj														
vьsà	вьсà	vъsa	vse	Nnpnn		125	10	11	obj														
pokóri+	поко́ри+	pokori	pokorja	Vmia3se		125	11	0	root														
že	же	že	že	Qd		125	12	11	cc					1									
í+	и́+	i	i	C		125	13	14	cc														
pow´bláda.	поѡ́блáда.	pooblada	poobladati	Vmia3se		125	14	11	conj														
																							
í+	и́+	i	i	C		126	1	17	cc				and conquering and vindicating the Tsarigrad itself										
sámïi	сáмїи	samii	sam	Amsny		126	2	5	amod														
tьʺ	ть̏	tъ	tъ	Pd-msn		126	3	5	det	p_adj													
crstvujuštïi	црствꙋющїи	crstvujuštii	carstvuvam	Amsny	Vmpp-sia	126	4	5	amod					1									
grádь	грáдь	gradъ	grad	Nmsnn		126	5	6	obj														
povoevav'+	повоевав͛+	povoevav	povojuvam	Vmpa-sea	Amsnn	126	6	17	advcl														
že	же	že	že	Qd		126	7	6	cc														
í+	и́+	i	i	C		126	8	9	cc														
pokoryʺ,	покоры̏,	pokori	pokorja	Vmia3se		126	9	6	conj														
í+	и́+	i	i	C		126	10	17	advmod														
iže	иже	iže	iže	Pp3msn		126	11	13	mark				he put a tax on the Franks, who were ruling there										
támo	тáмо	tamo	tamo	R	Pr---a	126	12	13	advmod					1									
drьžeštejè	дрьжещеѥ̀	drъžešteje	dъrža	Vmpp-pia	Ampny	126	13	14	acl														
frugy	фрꙋгы	frugi	frǫg	Nmpay		126	14	17	obj														
pwd+	пѡд+	pod	pod	Si		126	15	16	case														
dánïjù	дáнїю̀	daniju	dan	Nfsin		126	16	17	obl	lat													
oústroì..	оу́строѝ..	oustroi	ustroja	Vmia3se		126	17	0	root					1									
																							
Síce	Си́це	sice	sice	R		127	1	8	advmod				and as he was thus conquering and vindicating everything									12	Translation to Tarnovo
oúbw	оу́бѡ	oubo	ubo	C		127	2	1	fixed														
tómou	то́моу	tomou	toi	Pp3msd		127	3	8	obl	iobj													
vьsà	вьсà	vъsa	vse	Anpnn		127	4	5	obj														
w´drь´žeštou	ѡ́дрь́жещоу	odrъžeštou	odrъžati	Vmpp-sea		127	5	3	acl					1									
í	и́	i	i	C		127	6	7	cc														
pokárajuštou.	покáрающоу.	pokarajuštou	pokorja	Vmpp-sea		127	7	5	conj														
príspě`	при́спѣ̀	prispě	prispěti	Vmia3se		127	8	0	root				the fame of Reverend Petka reached him too										
í+	и́+	i	i	C		127	9	11	amod														
do+	до+	do	do	Sg		127	10	11	case														
njégo	нѥ́го	njego	toi	Pp3msg		127	11	8	obl	iobj				1									
sláva	слáва	slava	slava	Nfsnn		127	12	8	nsubj														
prěpodw´bnyjè	прѣподѡ́бныѥ̀	prěpodobnije	prepodoben	Afsgy		127	13	14	amod														
pétky.	пе́ткы.	petki	Petka	Nfsgy		127	14	12	nmod	poss													
																							
júže	ю́же	juže	iže	Pr-fsa		128	1	5	obj				and as he heard about it with pleasure										
vь	вь	vъ	v	Sa		128	2	4	case					1									
slástь	слáсть	slastъ	slast	Nfsnn		128	3	5	obl	lat													
źě´lò	ѕѣ́ло̀	źělo	zělo	R		128	4	5	advmod														
prījemь,	прӥѥмь,	prījemъ	priema	Vmpp-sea		128	5	6	advcl	pass													
ráždeže+	рáждеже+	raždeže	raždešti	Vmia3se		128	6	0	root				his heart was inflamed much			histdict.uni-sofia: raždešti 'zapalja, razpalja'							
se	се	se	se	Px---a		128	7	6	expl														
srdcé_mь.	срдце́_мь.	srdcemъ	sъrdce	Nnsin		128	8	6	obl					1									
																							
i+	и+	i	i	C		129	1	12	cc				as a ʺdeer pants for streams of waterʺ			Ps 41:2 CS (or 42:1 NIV)							
jákóže	ꙗ́ко́же	jakože	jakože	R		129	2	4	advmod														
élénь	е́ле́нь	elenъ	elen	Nmsny		129	3	4	nsubj														
pálimь	пáлимь	palimъ	palja	Vmpp-si	Amsnn	129	4	12	advcl	pass													
na	на	na	na	Sa		129	5	6	case														
ístó_čniky	и́сто́_чникы	istočniki	iztočnik	Nmpan		129	6	4	obl					1									
vódnyjè.	во́дныѥ̀.	vodnije	voden	Ampny		129	7	6	amod														
síce	си́це	sice	sice	R		129	8	12	advmod				thus he desired to satisfy himself by the Reverend's relics										
ně´káko	нѣ́кáко	někako	někak	Pi		129	9	12	advmod														
bě´še	бѣ́ше	běše	sъm	Vaii3si		129	10	12	cop					1									
tw´mou	тѡ́моу	tomou	toi	Pp3msd		129	11	12	obl	iobj													
žélatel'no	же́лател͛но	želatelno	želatelen	Ansnn		129	12	0	root														
ježe	ѥже	ježe	iže	Pr-nsn		129	13	14	mark														
nasláditi+	наслáдити+	nasladiti	nasladja	Vmn---e		129	14	12	advcl														
se	се	se	se	Px---a		129	15	14	expl					1									
sštén'nyʺxь	сще́н͛ны̏хь	sštennixъ	svęšten	Afpgy		129	16	17	amod														
móšteì	мо́щеѝ	moštei	mošti	Nfpgn		129	17	14	obl														
prěpodw´bnyjè.	прѣподѡ́бныѥ̀.	prěpodobnije	prepodoben	Afsgy		129	18	17	nmod	poss													
čь´stnyʺje	чь́стны̏ѥ	čъstnije	česten	Afsgy		129	19	20	amod				by (that) true coffin, uncorrupted treasure	1									
ráky,	рáкы,	raki	raka	Nfsgy		129	20	17	appos														
ne+	не+	ne	ne	Qz		129	21	22	amod														
tlě´n'nàgo	тлѣ́н͛нàго	tlěnnago	tlenen	Ansgy		129	22	23	amod														
skróvišta.	скро́вища.	skrovišta	sъkrovište	Nnsgn		129	23	20	appos					1									
																							
Vъsoúdu+	Въсоу́дꙋ+	vъsoudu	vьsǫdě	R	Pi---g	130	1	4	advmod				for she shone everywhere with her miracles										
bò	бо̀	bo	bo	C		130	2	4	cc														
čjúdesi	чю́деси	čjudesi	čudo	Nnpin		130	3	4	obl														
prósïà.	про́сїà.	prosia	prosijaja	Vmia3se		130	4	0	root														
																							
vьsoúdu	вьсоу́дꙋ	vъsoudu	vьsǫdě	R	Pi---g	131	1	3	advmod				everywhere her beneficial rays spread										
loúče	лоу́че	louče	lъč	Nmpan		131	2	3	obj					1									
rasprostrě´tь	распрострѣ́ть	rasprostrětъ	razprostra	Vmia3se		131	3	0	root														
blgodě´tnyjè.	блгодѣ́тныѥ̀.	blgodětnije	blagodaten	Ampay		131	4	2	amod					1									
																							
vьsè	вьсѐ	vъse	vse	Ampan		132	1	4	amod	det			she shone in every corner of the world										
w´zári	ѡ́зáри	ozari	ozarja	Vmia3se		132	2	0	root														
zémlьnyjè	зе́мльныѥ̀	zemlъnije	zemlen	Ampay		132	3	4	amod														
kón'ce.	ко́н͛це.	konce	konec	Nmpan		132	4	2	obj														
																							
blgo_poloúčno+	блго_полоу́чно+	blgopoloučno	blagopolučen	Ansnn		133	1	4	amod				the righteous king found the right moment	1									
že	же	že	že	Qd		133	2	3	cc														
w´brě´tь	ѡ́брѣ́ть	obrětъ	obrěsti	Vmia3se		133	3	0	root														
vrě´me	врѣ́ме	vrěme	vreme	Nnsnn		133	4	3	obj														
blgočь´stivïi	блгочь́стивїи	blgočъstivii	blagočestiv	Amsny		133	5	7	amod					1									
tьʺ	ть̏	tъ	tъ	Pd-msn		133	6	7	det	p_adj													
crь.	црь.	crъ	car	Nmsny		133	7	3	nsubj														
																							
Oúmísli	оу́ми́сли	oumisli	umislja	Vmia3se		134	1	0	root				He conceived a good, helpful and praiseworthy idea.										
sьvě´tь	сьвѣ́ть	sъvětъ	sъvět	Nmsnn		134	2	1	obj														
blgь+	блгь+	blgъ	blag	Amsnn		134	3	2	amod														
že	же	že	že	Qd		134	4	3	cc					2									
í	и́	i	i	C		134	5	6	cc		199r	/img/petka/000401.jpg											
bgo_oúgódьnь.	бго_оу́го́дьнь.	bgoougodъnъ	bogougoden	Amsnn		134	6	3	conj														
polьz'nь	польз͛нь	polъznъ	polezen	Amsnn		134	7	6	conj														
í+	и́+	i	i	C		134	8	9	cc														
dósto_xvá_lьnъ.	до́сто_хвá_льнъ.	dostoxvalъnъ	dostoxvalen	Amsnn		134	9	7	conj					1									
																							
I	И	i	i	C		135	1	3	cc				and he sent right away (a message) to the Franks										
ábïe	áбїе	abie	abie	R		135	2	3	advmod														
poslà	послà	posla	poslati	Vmia3se		135	3	0	root														
kь+	кь+	kъ	k	Sd		135	4	10	case														
íže	и́же	iže	iže	Pr-msn		135	5	7	mark				who were there in the Tsarigrad										
támo	тáмо	tamo	tamo	R	Pr---a	135	6	7	advmod														
soú_štimь	соу́_щимь	souštimъ	sъm	Vmpp-pia	Ampdy	135	7	10	acl					1									
vь	вь	vъ	v	Sl		135	8	9	case														
cьri_grádě	цьри_грáдѣ	cъrigradě	Carigrad	Nmsly		135	9	7	obl	loc													
froúgomь.	фроу́гомь.	frougomъ	frǫg	Nmpdy		135	10	3	obl														
ne+	не+	ne	ne	Qz		135	11	12	amod				that he doesn't want silver nor gold										
srébra,	сре́бра,	srebra	srebro	Nnsgn		135	12	15	obj					1									
ílì	и́лѝ	ili	ili	C		135	13	14	cc														
zláta	злáта	zlata	zlato	Nnsgn		135	14	15	conj														
vъzýskoujè.	възы́скоуѥ̀.	vъziskouje	vъziskati	Vmpp-sea	Amsnn	135	15	3	advmod														
níže	ни́же	niže	niže	C		135	16	17	cc				neither pearls nor precious stones	1									
bisérь,	бисе́рь,	biserъ	biser	Nmsnn		135	17	14	conj														
nì	нѝ	ni	ni	C		135	18	19	cc														
kaménïi	каме́нїи	kamenii	kamenie	Nmpgn		135	19	17	conj														
čь´stnyx.	чь́стных.	čъstnix	česten	Ampgy		135	20	19	amod														
nьʺ	нь̏	nъ	no	C		135	21	24	cc				but the most praiseworthy coffin of the Reverend (Petka)										
vьsè_xvál'noujù	вьсѐ_хвáл͛ноую̀	vъsexvalnouju	vsexvalen	Afsay		135	22	24	amod					1									
prěpwdbnyjè	прѣпѡдбныѥ̀	prěpodbnije	prepodoben	Afsgy		135	23	24	amod	poss													
ráku.	рáкꙋ.	raku	raka	Nfsan		135	24	12	conj														
																							
Čtoʺ+	Что̏+	čto	čьto	Pq---n		136	1	7	nsubj				for what else would make him more glad										
bo	бо	bo	bo	C		136	2	7	cc					1									
í+	и́+	i	i	C		136	3	7	advmod														
xótěše	хо́тѣше	xotěše	xotěti	Vaii3si		136	4	7	aux	fut													
tómou	то́моу	tomou	toi	Pp3msd		136	5	7	obl	iobj													
inò	ино̀	ino	in	Ansnn		136	6	1	amod														
ljúbьzněíše	лю́бьзнѣи́ше	ljubъzněiše	ljubezen	Ansnnc		136	7	0	root														
bý_ti	бы́_ти	biti	sъm	Vaip3si		136	8	7	cop					1									
páčè	пáчѐ	pače	pače	R		136	9	11	case				than the body of the Reverend (Petka)?										
prěpodw´bnyjè	прѣподѡ́бныѥ̀	prěpodobnije	prepodoben	Afsgy		136	10	11	amod														
tě´la.	тѣ́ла.	těla	tělo	Nnsgn		136	11	7	obl	pred													
																							
seʺ+	се̏+	se	se (2)	Qd		137	1	7	nsubj				because he had only this in his head:										
bw	бѡ	bo	bo	C		137	2	7	cc					1									
běʺ	бѣ̏	bě	sъm	Vaii3si		137	3	7	cop														
tómou	то́моу	tomou	toi	Pp3msd		137	4	7	obl	iobj													
vъ+	въ+	vъ	v	Sl		137	5	6	case														
oúmě`	оу́мѣ̀	oumě	um	Nmsln		137	6	7	obl	loc													
pooúčátel'no	пооу́чáтел͛но	pooučatelno	poučitelen	Ansnn		137	7	0	root														
vý_nou,	вы́_ноу,	vinou	vynǫ	R		137	8	7	advmod					1									
																							
jáko	ꙗ́ко	jako	jako (2)	C		138	1	7	mark				ʺeven if they needed a half of my kingdomʺ										
ášte	áще	ašte	ašte	C		138	2	1	fixed														
i+	и+	i	i	C		138	3	7	advmod														
do+	до+	do	do	Sg		138	4	5	case														
pólou	по́лоу	polou	pol	Nmsdn		138	5	8	nmod														
moego	моего	moego	moi	Amsgy		138	6	8	amod	poss													
potrě´boujutь	потрѣ́боують	potrěboujutъ	potrěbovati	Vmip3pi		138	7	12	advcl					1									
crstvïa,	црствїа,	crstvia	carstvo	Nmsgn		138	8	7	obj														
vьsà	вьсà	vъsa	vse	Ansgn		138	9	12	obj				ʺI am ready to give it awayʺ										
gótovь	го́товь	gotovъ	gotov	Amsnn		138	10	12	obl	pred													
jesь´mъ	ѥсь́мъ	jesъmъ	sъm	Vmip1si		138	11	10	cop					1									
wtdáti.	ѿдáти.	otdati	otdam	Vmn---e		138	12	0	root														
																							
Ašte	Аще	ašte	ašte	C		139	1	2	mark				ʺif (it'd be) wealth, if gold, if silverʺ										
ímě´nïa,	и́мѣ́нїа,	iměnia	imenie	Nnsgn		139	2	13	acl														
ášte	áще	ašte	ašte	C		139	3	4	mark														
zláto,	злáто,	zlato	zlato	Nnsnn		139	4	2	conj					1									
ášte	áще	ašte	ašte	C		139	5	6	mark														
srébro,	сре́бро,	srebro	srebro	Nnsnn		139	6	4	conj														
ášte	áще	ašte	ašte	C		139	7	8	mark				ʺif pearls, if precious stonesʺ										
biséry,	бисе́ры,	biseri	biser	Nmpan		139	8	6	conj														
ášte	áще	ašte	ašte	C		139	9	10	mark														
kaménïe	каме́нїе	kamenie	kamenie	Nnsnn		139	10	8	conj					1									
čь´stno.	чь́стно.	čъstno	česten	Ansnn		139	11	10	amod														
Vьsà	Вьсà	vъsa	vse	Ansgn		139	12	14	obj				ʺI'm ready to give away everythingʺ										
oúsrь´d'stvoujù	оу́срь́д͛ствоую̀	ousrъdstvouju	usrъdstvovati	Vmip1si		139	13	14	aux														
dáti.	дáти.	dati	dam	Vmn---e		139	14	0	root					1									
vьsà	вьсà	vъsa	vse	Ansgn		139	15	16	obj				ʺto part myself from everythingʺ										
líšiti+	ли́шити+	lišiti	liša	Vmn---i		139	16	14	conj														
se,	се,	se	se	Px---a		139	17	16	expl														
da+	да+	da	da	C		139	18	21	mark				ʺto receive the treasure I desire for (what is desired by myself)ʺ										
žélaemojè	же́лаемоѥ̀	želaemoje	želaja	Ansny	Vmpp-si	139	19	22	amod														
mně`	мнѣ̀	mně	az	Pp1-sd		139	20	19	nmod	poss													
po_loúčjù	по_лоу́чю̀	poloučju	poluča	Vmip1se		139	21	14	advcl					1									
skróvište..	скро́вище..	skrovište	sъkrovište	Nnsnn		139	22	21	obj														
																							
Jako	Ꙗко	jako	jako (2)	C		140	1	4	mark				As the Franks heard it, they were ready to (fulfill) the wish at once.										
oúbw	оу́бѡ	oubo	ubo	C		140	2	7	cc														
sïà	сїà	sia	sii	Pd-nsg		140	3	5	obj					1									
slýšav'še	слы́шав͛ше	slišavše	slyšati	Vmpa-pia	Ampnn	140	4	7	advcl														
froúzi.	фроу́зи.	frouzi	frǫg	Nmpny		140	5	4	nsubj														
ábïe	áбїе	abie	abie	R		140	6	7	advmod														
gótovi	го́тови	gotovi	gotov	Ampnn		140	7	0	root														
kъ	къ	kъ	k	Sd		140	8	9	case					1									
próšenïjù	про́шенїю̀	prošeniju	prošenie	Nnsdn		140	9	7	obl														
býše.	бы́ше.	biše	sъm	Vmia3pi		140	10	7	cop														
																							
í+	и́+	i	i	C		141	1	17	cc				and with all effort and haste										
sъ+	съ+	sъ	s	Si		141	2	4	case														
v'sácěmь	в͛сáцѣмь	vsacěmъ	vsěki	Ansiy		141	3	4	amod														
oúsrь´_dijem'+	оу́срь́_диѥм͛+	ousrъdījem	usъrdie	Nnsin		141	4	17	obl					1									
že	же	že	že	Qd		141	5	4	cc														
í+	и́+	i	i	C		141	6	7	cc														
spě´xomь	спѣ́хомь	spěxomъ	spěx	Nmsin		141	7	4	conj														
jákóže	ꙗ́ко́же	jakože	jakože	R		141	8	11	mark				as in everything, so in this task, they obeyed him										
í+	и́+	i	i	C		141	9	11	amod														
vь+	вь+	vъ	v	Sl		141	10	11	case														
v'sě´mь,	в͛сѣ́мь,	vъsěmъ	vse	Amsiy		141	11	15	acl					1		Kałužniacki 1901: jakože i vь vsemь							
síce	си́це	sice	sice	R		141	12	17	advmod														
í+	и́+	i	i	C		141	13	15	amod														
vь+	вь+	vъ	v	Sl		141	14	15	case														
seʺmь	се̏мь	semъ	sii	Pd-msl		141	15	17	obl	loc													
tógo	то́го	togo	toi	Pp3msg		141	16	17	obj														
posloúšàše.	послоу́шàше.	posloušaše	poslušam	Vmia3pe		141	17	0	root														
																							
í+	и́+	i	i	C		142	1	4	cc				and commanded to give him what he wanted										
že_látel'nojè	же_лáтел͛ноѥ̀	želatelnoje	želatelen	Ansny		142	2	4	obj				(ʺcommanded him to receive the desiredʺ)	1									
tómou	то́моу	tomou	toi	Pp3msd		142	3	4	obl	iobj													
poloúčiti	полоу́чити	poloučiti	poluča	Vmn---e		142	4	0	root														
povélě_še.	пове́лѣ_ше.	povelěše	povelja	Vmia3pe		142	5	4	aux					1									
																							
í	и́	i	i	C		143	1	7	cc				and they sent also other (ʺand furtherʺ gifts) for peace										
inaáže	инаáже	inaaže	inoeže	Pi-npn		143	2	7	obj														
próčaà	про́чаà	pročaa	proče	Anpny		143	3	2	conj														
jáže	ꙗ́же	iže	iže	Pr-npn		143	4	6	mark														
kъ+	къ+	kъ	k	Sd		143	5	6	case														
sьmě´re_nïjù	сьмѣ́ре_нїю̀	sъměreniju	smirenie	Nnsdn		143	6	2	acl	iobj				2									
posláše.	послáше.	poslaše	poslati	Vmia3pe		143	7	0	root		199v	/img/petka/000402.jpg											
w´běštávajušte+	ѡ́бѣщáвающе+	oběštavajušte	obeštaja	Vmpp-pia	Ampnn	143	8	7	advcl				taking oaths and promising even to give their own souls										
se	се	se	se	Px---a		143	9	8	expl														
í+	и́+	i	i	C		143	10	11	cc														
izvě´_stvoujušte,	извѣ́_ствоующе,	izvěstvoujušte	izvestja	Vmpp-pea	Ampnn	143	11	8	conj					1									
í+	и́+	i	i	C		143	12	14	amod														
svojè	своѥ̀	svoje	svoi	Afpny		143	13	14	amod	poss													
dše	дше	dše	duša	Nfpny		143	14	15	obj														
wtdáti	ѿдáти	otdati	otdam	Vmn---e		143	15	8	advcl														
ášte	áще	ašte	ašte	C		143	16	17	mark				if need be										
mw´_štno+	мѡ́_щно+	moštno	moštno	R		143	17	15	advcl					1									
bì..	бѝ..	bi	bъda	Vao-2se		143	18	17	aux	con													
																							
Sïá+	Сїá+	sia	sii	Pd-npn		144	1	4	obj				and as the king (ʺautocratʺ) heard it										
že	же	že	že	C		144	2	6	cc														
jáko	ꙗ́ко	jako	jako (2)	R		144	3	4	mark														
slýšavь	слы́шавь	slišavъ	slyšati	Vmpa-sia	Amsnn	144	4	6	advcl														
sámo_drь´žьcь,	сáмо_дрь́жьць,	samodrъžъcъ	samodъržec	Nmsny		144	5	4	nsubj					1									
mně´še	мнѣ́ше	mněše	mьněti	Vmii3si		144	6	0	root				he thought (as if) he was flying in heaven										
sébě	се́бѣ	sebě	se	Px---g		144	7	6	obj														
po+	по+	po	po	Sl		144	8	9	case														
nbsi	нбси	nbsi	nebe	Nnsdn		144	9	10	obl	loc													
lě´ta_ti.	лѣ́та_ти.	lětati	lětati	Vmn---i		144	10	6	advcl					1									
																							
i+	и+	i	i	C		145	1	7	cc				and from the excitement he couldn't control his joy										
wt+	ѿ+	ot	ot	Sg		145	2	3	case														
zě´l'nyjè	зѣ́л͛ныѥ̀	zělnije	zělьnъ	Afsgy		145	3	7	obl							Miklosich: zělostь 'sfodrotēs, vehementia'							
ne	не	ne	ne	Qz		145	4	5	advmod														
imějaše	имѣꙗше	imějaše	imam	Vmii3si		145	5	7	aux														
kámo	кáмо	kamo	kamo	R	Pq---a	145	6	7	advmod					1									
